ID	Label	Integrity	Coverage	NumIntrons	A	B	Γ	E
mRNA1618	XM_014755645.1	0.328	0.187	21	0.286	0.187	1.000	1.000
mRNA1619	XM_014755662.1	0.328	0.188	21	0.286	0.188	1.000	1.000
mRNA1620	XM_014755670.1	0.328	0.188	21	0.286	0.188	1.000	1.000
mRNA1621	XM_014755678.1	0.328	0.189	21	0.286	0.189	1.000	1.000
mRNA1622	XM_014755654.1	0.328	0.187	21	0.286	0.187	1.000	1.000
mRNA1623	XM_014755703.1	0.356	0.227	17	0.353	0.227	1.000	0.510
mRNA1624	XM_014755686.1	0.355	0.217	19	0.316	0.217	1.000	1.000
mRNA1625	XM_014755695.1	0.355	0.218	19	0.316	0.218	1.000	1.000
mRNA1626	XM_014756411.1	0.909	0.698	9	1.000	0.698	1.000	1.000
mRNA1627	XM_014756403.1	0.862	0.739	10	0.900	0.739	1.000	1.000
mRNA1628	XM_014756431.1	0.475	0.619	9	0.333	0.619	0.785	1.000
mRNA1629	XM_014756422.1	0.505	0.635	8	0.375	0.635	0.780	1.000
mRNA1630	XM_014756440.1	0.579	0.637	8	0.500	0.637	0.760	1.000
mRNA1631	XM_014756007.1	0.100	0.000	3	0.000	0.000	1.000	1.000
mRNA1632	XM_014756206.1	0.817	0.789	5	0.800	0.789	1.000	1.000
mRNA1633	XM_014756215.1	0.783	0.678	5	0.800	0.678	1.000	1.000
mRNA1634	XM_014756192.1	0.938	0.793	5	1.000	0.793	1.000	1.000
mRNA1635	XM_014756224.1	0.988	1.000	1	1.000	1.000	0.755	1.000
mRNA1636	XM_014756180.1	0.835	0.528	3	1.000	0.528	0.540	1.000
mRNA1637	XM_014755554.1	0.253	0.223	14	0.143	0.223	1.000	1.000
mRNA1638	XM_014755534.1	0.246	0.220	15	0.133	0.220	1.000	1.000
mRNA1639	XM_014755546.1	0.249	0.229	15	0.133	0.229	1.000	1.000
mRNA1640	XM_014755539.1	0.242	0.222	16	0.125	0.222	1.000	1.000
mRNA1641	XM_014755576.1	0.631	0.770	4	0.500	0.770	1.000	1.000
mRNA1642	XM_014755566.1	0.611	0.702	4	0.500	0.702	1.000	1.000
mRNA1643	XM_014755586.1	0.738	0.920	3	0.667	0.920	1.000	0.240
mRNA1644	XM_014754459.1	0.446	0.000	0	0.743	0.000	0.000	0.000
mRNA1645	XM_014756145.1	0.307	0.692	1	0.000	0.692	1.000	1.000
mRNA1646	XM_014756137.1	0.307	0.689	1	0.000	0.689	1.000	1.000
mRNA1647	XM_014756155.1	0.651	0.837	2	0.500	0.837	1.000	1.000
mRNA1648	XM_014756129.1	0.325	0.750	2	0.000	0.750	1.000	1.000
mRNA1649	XM_014756100.1	0.610	0.608	11	0.545	0.608	1.000	1.000
mRNA1650	XM_014756109.1	0.553	0.602	11	0.455	0.602	1.000	1.000
mRNA1651	XM_014756090.1	0.579	0.597	12	0.500	0.597	1.000	1.000
mRNA1652	XM_014756073.1	0.609	0.607	11	0.545	0.607	1.000	1.000
mRNA1653	XM_014756083.1	0.563	0.601	12	0.500	0.601	0.665	1.000
mRNA1654	XM_014756117.1	0.524	0.567	11	0.455	0.567	0.630	1.000
mRNA1655	XM_014754682.1	0.050	0.000	2	0.000	0.000	0.000	1.000
mRNA1656	XM_014754660.1	0.244	0.217	10	0.200	0.217	0.255	0.920
mRNA1657	XM_014756979.1	0.056	0.000	4	0.000	0.000	0.120	1.000
mRNA1658	XM_014756931.1	0.517	0.531	10	0.500	0.531	1.000	0.150
mRNA1659	XM_014756947.1	0.537	0.629	10	0.500	0.629	0.825	0.150
mRNA1660	XM_014756939.1	0.507	0.590	11	0.455	0.590	1.000	0.150
mRNA1661	XM_014756966.1	0.587	0.656	9	0.556	0.656	1.000	0.150
mRNA1662	XM_014756956.1	0.588	0.657	9	0.556	0.657	1.000	0.150
mRNA1663	XM_014754471.1	0.050	0.000	8	0.000	0.000	0.000	1.000
mRNA1664	XM_014754671.1	0.415	0.299	9	0.444	0.299	0.465	0.710
mRNA1665	XM_014754484.1	0.000	0.000	8	0.000	0.000	0.000	0.000
mRNA1666	XM_014754498.1	0.000	0.000	3	0.000	0.000	0.000	0.000
mRNA1667	XM_014756845.1	1.000	1.000	5	1.000	1.000	1.000	1.000
mRNA1668	XM_014756854.1	0.850	1.000	4	0.750	1.000	1.000	1.000
mRNA1669	XM_014756862.1	0.880	1.000	5	0.800	1.000	1.000	1.000
mRNA1670	XM_014755939.1	0.100	0.000	1	0.000	0.000	1.000	1.000
mRNA1671	XM_014755929.1	0.068	0.000	1	0.000	0.000	0.365	1.000
mRNA1672	XM_014755184.1	0.914	1.000	7	0.857	1.000	1.000	1.000
mRNA1673	XM_014755227.1	0.694	0.551	7	0.714	0.551	1.000	1.000
mRNA1674	XM_014755172.1	0.667	0.000	0	1.000	0.000	0.340	1.000
mRNA1675	XM_014755240.1	0.761	0.900	4	0.750	0.900	0.410	0.410
mRNA1676	XM_014755216.1	0.425	0.469	9	0.333	0.469	1.000	0.690
mRNA1677	XM_014755208.1	0.378	0.380	10	0.300	0.380	1.000	0.690
mRNA1678	XM_014755199.1	0.385	0.400	10	0.300	0.400	1.000	0.690
mRNA1679	XM_014756784.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA1680	XM_014755333.1	0.863	0.830	7	0.857	0.830	1.000	1.000
mRNA1681	XM_014755341.1	0.857	0.957	7	0.857	0.957	0.110	1.000
mRNA1682	XM_014755316.1	0.906	0.971	7	0.857	0.971	1.000	1.000
mRNA1683	XM_014755325.1	0.992	0.972	8	1.000	0.972	1.000	1.000
mRNA1684	XM_014754511.1	0.050	0.000	7	0.000	0.000	1.000	0.000
mRNA1685	XM_014755256.1	0.478	0.403	7	0.429	0.403	1.000	1.000
mRNA1686	XM_014755274.1	0.320	0.399	6	0.167	0.399	1.000	1.000
mRNA1687	XM_014755292.1	0.530	0.435	6	0.500	0.435	1.000	1.000
mRNA1688	XM_014755266.1	0.469	0.526	7	0.429	0.526	0.090	1.000
mRNA1689	XM_014755299.1	0.526	0.575	6	0.500	0.575	0.075	1.000
mRNA1690	XM_014755282.1	0.537	0.455	6	0.500	0.455	1.000	1.000
mRNA1691	XM_014756794.1	0.642	0.615	5	0.600	0.615	1.000	0.950
mRNA1692	XM_014755144.1	0.091	0.000	7	0.000	0.000	0.815	1.000
mRNA1693	XM_014755135.1	0.138	0.127	7	0.000	0.127	1.000	1.000
mRNA1694	XM_014755152.1	0.100	0.000	7	0.000	0.000	1.000	1.000
mRNA1695	XM_014755160.1	0.070	0.000	7	0.000	0.000	0.400	1.000
mRNA1696	XM_014755114.1	0.891	0.638	3	1.000	0.638	1.000	1.000
mRNA1697	XM_014755123.1	0.731	0.603	4	0.750	0.603	1.000	1.000
mRNA1698	XM_014754524.1	0.014	0.000	3	0.000	0.000	0.000	0.280
mRNA1699	XM_014754533.1	0.000	0.000	10	0.000	0.000	0.000	0.000
mRNA1700	XM_014756886.1	0.100	0.000	6	0.000	0.000	1.000	1.000
mRNA1701	XM_014756893.1	0.100	0.000	6	0.000	0.000	1.000	1.000
mRNA1702	XM_014756062.1	0.479	0.405	7	0.429	0.405	1.000	1.000
mRNA1703	XM_014756047.1	0.339	0.226	7	0.286	0.226	1.000	1.000
mRNA1704	XM_014756055.1	0.386	0.285	6	0.333	0.285	1.000	1.000
mRNA1705	XM_014754546.1	0.000	0.000	5	0.000	0.000	0.000	0.000
mRNA1706	XM_014756728.1	0.926	0.975	9	0.889	0.975	1.000	1.000
mRNA1707	XM_014756740.1	0.353	0.512	4	0.250	0.512	0.000	1.000
mRNA1708	XM_014756750.1	0.350	0.334	4	0.250	0.334	1.000	1.000
mRNA1709	XM_014756759.1	0.344	0.413	5	0.200	0.413	1.000	1.000
mRNA1710	XM_014754557.1	0.000	0.000	7	0.000	0.000	0.000	0.000
mRNA1711	XM_014756716.1	0.100	0.000	1	0.000	0.000	1.000	1.000
mRNA1712	XM_014756708.1	0.097	0.000	1	0.000	0.000	0.930	1.000
mRNA1713	XM_014756699.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA1714	XM_014756690.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA1715	XM_014757758.1	0.626	0.324	7	0.714	0.324	1.000	1.000
mRNA1716	XM_014758139.1	0.100	0.000	7	0.000	0.000	1.000	1.000
mRNA1717	XM_014758146.1	0.100	0.000	7	0.000	0.000	1.000	1.000
mRNA1718	XM_014757056.1	0.389	0.417	22	0.273	0.417	1.000	1.000
mRNA1719	XM_014757048.1	0.405	0.471	22	0.273	0.471	1.000	1.000
mRNA1720	XM_014757065.1	0.405	0.471	22	0.273	0.471	1.000	1.000
mRNA1721	XM_014757072.1	0.413	0.472	21	0.286	0.472	1.000	1.000
mRNA1722	XM_014757081.1	0.413	0.472	21	0.286	0.472	1.000	1.000
mRNA1723	XM_014757131.1	0.414	0.474	21	0.286	0.474	1.000	1.000
mRNA1724	XM_014757139.1	0.419	0.493	21	0.286	0.493	1.000	1.000
mRNA1725	XM_014757148.1	0.428	0.494	20	0.300	0.494	1.000	1.000
mRNA1726	XM_014757156.1	0.428	0.494	20	0.300	0.494	1.000	1.000
mRNA1727	XM_014757089.1	0.433	0.473	22	0.318	0.473	1.000	1.000
mRNA1728	XM_014757105.1	0.442	0.473	21	0.333	0.473	1.000	1.000
mRNA1729	XM_014757097.1	0.384	0.472	21	0.238	0.472	1.000	1.000
mRNA1730	XM_014757113.1	0.392	0.473	20	0.250	0.473	1.000	1.000
mRNA1731	XM_014757123.1	0.392	0.473	20	0.250	0.473	1.000	1.000
mRNA1732	XM_014757166.1	0.406	0.495	19	0.263	0.495	1.000	1.000
mRNA1733	XM_014757176.1	0.420	0.451	13	0.308	0.451	1.000	1.000
mRNA1734	XM_014758053.1	0.813	0.876	4	0.750	0.876	1.000	1.000
mRNA1735	XM_014758035.1	0.640	0.967	4	0.500	0.967	0.000	1.000
mRNA1736	XM_014758071.1	0.987	0.957	5	1.000	0.957	1.000	1.000
mRNA1737	XM_014758062.1	0.864	0.946	5	0.800	0.946	1.000	1.000
mRNA1738	XM_014758042.1	0.805	0.946	4	0.750	0.946	0.425	1.000
mRNA1739	XM_014757918.1	0.436	0.320	5	0.400	0.320	1.000	1.000
mRNA1740	XM_014757923.1	0.564	0.346	5	0.600	0.346	1.000	1.000
mRNA1741	XM_014757947.1	0.700	0.000	0	1.000	0.000	1.000	1.000
mRNA1742	XM_014757936.1	1.000	1.000	1	1.000	1.000	1.000	1.000
mRNA1743	XM_014757018.1	0.048	0.000	5	0.000	0.000	0.000	0.960
mRNA1744	XM_014757029.1	0.319	0.231	3	0.333	0.231	0.000	1.000
mRNA1745	XM_014757766.1	0.843	0.477	2	1.000	0.477	1.000	1.000
mRNA1746	XM_014757779.1	0.835	0.477	4	1.000	0.477	0.830	1.000
mRNA1747	XM_014758182.1	0.076	0.000	3	0.000	0.000	0.525	1.000
mRNA1748	XM_014758169.1	0.954	0.977	2	1.000	0.977	0.225	1.000
mRNA1749	XM_014757650.1	0.988	0.961	2	1.000	0.961	1.000	1.000
mRNA1750	XM_014757662.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA1751	XM_014757668.1	0.100	0.000	3	0.000	0.000	1.000	1.000
mRNA1752	XM_014757226.1	0.041	0.000	2	0.000	0.000	0.230	0.590
mRNA1753	XM_014758106.1	0.558	0.328	5	0.600	0.328	1.000	1.000
mRNA1754	XM_014757897.1	0.100	0.000	3	0.000	0.000	1.000	1.000
mRNA1755	XM_014757908.1	0.091	0.000	3	0.000	0.000	0.810	1.000
mRNA1756	XM_014757863.1	0.933	1.000	9	0.889	1.000	1.000	1.000
mRNA1757	XM_014757854.1	0.879	0.960	11	0.818	0.960	1.000	1.000
mRNA1758	XM_014757847.1	1.000	1.000	10	1.000	1.000	1.000	1.000
mRNA1759	XM_014757799.1	0.419	0.398	3	0.333	0.398	1.000	1.000
mRNA1760	XM_014757791.1	0.620	0.399	3	0.667	0.399	1.000	1.000
mRNA1761	XM_014757807.1	0.523	0.410	4	0.500	0.410	1.000	1.000
mRNA1762	XM_014757816.1	0.810	0.367	3	1.000	0.367	1.000	1.000
mRNA1763	XM_014757826.1	0.594	0.314	3	0.667	0.314	1.000	1.000
mRNA1764	XM_014757834.1	0.499	0.331	4	0.500	0.331	1.000	1.000
mRNA1765	XM_014758006.1	0.992	0.974	7	1.000	0.974	1.000	1.000
mRNA1766	XM_014758015.1	0.850	0.941	7	0.857	0.941	0.075	1.000
mRNA1767	XM_014757421.1	0.704	0.514	8	0.750	0.514	1.000	1.000
mRNA1768	XM_014757428.1	0.784	0.530	8	0.875	0.530	1.000	1.000
mRNA1769	XM_014757437.1	0.707	0.523	8	0.750	0.523	1.000	1.000
mRNA1770	XM_014757536.1	0.383	0.945	2	0.000	0.945	1.000	1.000
mRNA1771	XM_014757527.1	0.686	0.954	2	0.500	0.954	1.000	1.000
mRNA1772	XM_014757514.1	0.516	0.386	8	0.500	0.386	1.000	1.000
mRNA1773	XM_014757492.1	0.355	0.277	7	0.286	0.277	1.000	1.000
mRNA1774	XM_014757450.1	0.425	0.334	8	0.375	0.334	1.000	1.000
mRNA1775	XM_014757477.1	0.459	0.340	7	0.429	0.340	1.000	1.000
mRNA1776	XM_014757505.1	0.548	0.352	7	0.571	0.352	1.000	1.000
mRNA1777	XM_014757458.1	0.597	0.407	8	0.625	0.407	1.000	1.000
mRNA1778	XM_014757499.1	0.653	0.414	7	0.714	0.414	1.000	1.000
mRNA1779	XM_014757468.1	0.655	0.706	7	0.571	0.706	1.000	1.000
mRNA1780	XM_014757484.1	0.839	0.750	7	0.857	0.750	1.000	1.000
mRNA1781	XM_014757206.1	0.634	0.780	2	0.500	0.780	1.000	1.000
mRNA1782	XM_014757214.1	0.939	0.796	2	1.000	0.796	1.000	1.000
mRNA1783	XM_014757592.1	0.459	0.396	5	0.400	0.396	1.000	1.000
mRNA1784	XM_014757600.1	0.339	0.395	5	0.200	0.395	1.000	1.000
mRNA1785	XM_014757626.1	0.425	0.417	6	0.333	0.417	1.000	1.000
mRNA1786	XM_014757607.1	0.453	0.377	5	0.400	0.377	1.000	1.000
mRNA1787	XM_014757616.1	0.415	0.383	6	0.333	0.383	1.000	1.000
mRNA1788	XM_014757638.1	0.714	0.792	10	0.700	0.792	0.130	1.000
mRNA1789	XM_014758194.1	0.977	0.983	8	1.000	0.983	0.640	1.000
mRNA1790	XM_014757724.1	0.713	0.791	3	0.667	0.791	0.515	1.000
mRNA1791	XM_014757736.1	0.920	0.744	3	1.000	0.744	0.930	1.000
mRNA1792	XM_014757745.1	0.752	0.915	3	0.667	0.915	0.935	0.620
mRNA1793	XM_014757679.1	0.650	0.819	16	0.562	0.819	0.335	1.000
mRNA1794	XM_014757688.1	0.597	0.809	16	0.562	0.809	0.335	0.000
mRNA1795	XM_014757697.1	0.635	0.811	16	0.625	0.811	0.335	0.000
mRNA1796	XM_014757715.1	0.660	0.800	17	0.588	0.800	0.335	1.000
mRNA1797	XM_014758084.1	0.729	0.596	4	0.750	0.596	1.000	1.000
mRNA1798	XM_014757194.1	0.987	0.982	2	1.000	0.982	0.855	1.000
mRNA1799	XM_014757558.1	0.882	0.891	7	0.857	0.891	1.000	1.000
mRNA1800	XM_014757580.1	0.964	0.977	3	1.000	0.977	0.420	1.000
mRNA1801	XM_014757566.1	0.100	0.000	6	0.000	0.000	1.000	1.000
mRNA1802	XM_014757407.1	0.240	0.218	16	0.125	0.218	1.000	1.000
mRNA1803	XM_014758207.1	0.962	0.872	2	1.000	0.872	1.000	1.000
mRNA1804	XM_014758114.1	0.981	0.993	6	1.000	0.993	0.670	1.000
mRNA1805	XM_014758127.1	0.567	0.556	2	0.500	0.556	1.000	1.000
mRNA1806	XM_014758158.1	0.083	0.000	5	0.000	0.000	1.000	0.660
mRNA1807	XM_014757960.1	0.995	0.992	4	1.000	0.992	0.955	1.000
mRNA1808	XM_014757970.1	0.804	0.992	4	0.750	0.992	0.130	1.000
mRNA1809	XM_014757039.1	0.165	0.301	8	0.125	0.301	0.000	0.000
mRNA1810	XM_014757992.1	0.921	0.960	9	0.889	0.960	1.000	1.000
mRNA1811	XM_014757981.1	0.846	0.886	10	0.800	0.886	1.000	1.000
mRNA1812	XM_014757876.1	0.809	0.908	11	0.727	0.908	1.000	1.000
mRNA1813	XM_014757886.1	0.808	0.907	11	0.727	0.907	1.000	1.000
mRNA1814	XM_014757397.1	0.340	0.268	15	0.267	0.268	1.000	1.000
mRNA1815	XM_014757260.1	0.367	0.264	16	0.312	0.264	1.000	1.000
mRNA1816	XM_014757278.1	0.354	0.258	17	0.294	0.258	1.000	1.000
mRNA1817	XM_014757269.1	0.352	0.250	17	0.294	0.250	1.000	1.000
mRNA1818	XM_014757243.1	0.350	0.332	20	0.250	0.332	1.000	1.000
mRNA1819	XM_014757252.1	0.350	0.334	20	0.250	0.334	1.000	1.000
mRNA1820	XM_014757329.1	0.352	0.315	19	0.263	0.315	1.000	1.000
mRNA1821	XM_014757378.1	0.363	0.322	18	0.278	0.322	1.000	1.000
mRNA1822	XM_014757314.1	0.352	0.315	19	0.263	0.315	1.000	1.000
mRNA1823	XM_014757366.1	0.364	0.324	18	0.278	0.324	1.000	1.000
mRNA1824	XM_014757297.1	0.353	0.317	19	0.263	0.317	1.000	1.000
mRNA1825	XM_014757357.1	0.364	0.323	18	0.278	0.323	1.000	1.000
mRNA1826	XM_014757387.1	0.434	0.336	18	0.389	0.336	1.000	1.000
mRNA1827	XM_014757288.1	0.353	0.316	19	0.263	0.316	1.000	1.000
mRNA1828	XM_014757348.1	0.363	0.321	18	0.278	0.321	1.000	1.000
mRNA1829	XM_014757305.1	0.353	0.317	19	0.263	0.317	1.000	1.000
mRNA1830	XM_014757321.1	0.321	0.315	19	0.211	0.315	1.000	1.000
mRNA1831	XM_014757340.1	0.419	0.328	19	0.368	0.328	1.000	1.000
mRNA1832	XM_014758841.1	0.100	0.000	5	0.000	0.000	1.000	1.000
mRNA1833	XM_014758830.1	0.876	0.993	6	0.833	0.993	0.570	1.000
mRNA1834	XM_014758821.1	0.977	0.994	5	1.000	0.994	0.570	1.000
mRNA1835	XM_014758848.1	0.994	0.981	1	1.000	0.981	1.000	1.000
mRNA1836	XM_014758868.1	0.057	0.000	7	0.000	0.000	1.000	0.140
mRNA1837	XM_014758859.1	0.057	0.000	7	0.000	0.000	1.000	0.140
mRNA1838	XM_014758455.1	0.349	0.330	4	0.250	0.330	1.000	1.000
mRNA1839	XM_014758445.1	0.498	0.328	4	0.500	0.328	1.000	1.000
mRNA1840	XM_014758435.1	0.348	0.327	4	0.250	0.327	1.000	1.000
mRNA1841	XM_014758465.1	0.078	0.000	1	0.000	0.000	0.550	1.000
mRNA1842	XM_014758980.1	0.648	0.962	2	0.500	0.962	0.200	1.000
mRNA1843	XM_014759005.1	0.953	1.000	3	1.000	1.000	0.060	1.000
mRNA1844	XM_014758779.1	0.666	0.875	12	0.583	0.875	0.075	1.000
mRNA1845	XM_014758796.1	0.660	0.868	12	0.500	0.868	1.000	1.000
mRNA1846	XM_014758788.1	0.699	0.889	12	0.583	0.889	0.635	1.000
mRNA1847	XM_014758806.1	0.670	0.000	1	1.000	0.000	1.000	0.400
mRNA1848	XM_014758721.1	0.591	0.752	8	0.500	0.752	0.315	1.000
mRNA1849	XM_014758752.1	0.960	0.865	9	1.000	0.865	1.000	1.000
mRNA1850	XM_014758744.1	0.877	0.842	8	0.875	0.842	1.000	1.000
mRNA1851	XM_014758735.1	0.807	0.802	9	0.778	0.802	1.000	1.000
mRNA1852	XM_014758761.1	0.848	0.939	9	0.778	0.939	1.000	1.000
mRNA1853	XM_014758237.1	0.129	0.238	17	0.059	0.238	0.450	0.000
mRNA1854	XM_014758272.1	0.077	0.000	2	0.000	0.000	0.955	0.590
mRNA1855	XM_014758693.1	0.964	0.980	4	1.000	0.980	0.405	1.000
mRNA1856	XM_014758665.1	0.249	0.241	6	0.167	0.241	0.535	1.000
mRNA1857	XM_014758652.1	0.289	0.313	5	0.200	0.313	0.535	0.970
mRNA1858	XM_014758673.1	0.389	0.558	4	0.250	0.558	0.435	1.000
mRNA1859	XM_014758683.1	0.400	0.499	4	0.250	0.499	1.000	1.000
mRNA1860	XM_014758642.1	0.385	0.526	4	0.250	0.526	0.535	1.000
mRNA1861	XM_014758249.1	0.005	0.000	3	0.000	0.000	0.000	0.100
mRNA1862	XM_014758616.1	0.700	0.000	0	1.000	0.000	1.000	1.000
mRNA1863	XM_014758629.1	0.366	0.424	4	0.250	0.424	0.775	1.000
mRNA1864	XM_014758708.1	0.073	0.000	3	0.000	0.000	0.455	1.000
mRNA1865	XM_014758895.1	0.050	0.000	3	0.000	0.000	0.000	1.000
mRNA1866	XM_014758914.1	0.800	0.949	4	0.750	0.949	0.295	1.000
mRNA1867	XM_014758919.1	0.880	1.000	5	0.800	1.000	1.000	1.000
mRNA1868	XM_014758907.1	1.000	1.000	4	1.000	1.000	1.000	1.000
mRNA1869	XM_014758993.1	0.998	0.992	1	1.000	0.992	1.000	1.000
mRNA1870	XM_014758343.1	0.577	0.707	2	0.500	0.707	0.895	0.400
mRNA1871	XM_014758367.1	1.000	1.000	6	1.000	1.000	1.000	1.000
mRNA1872	XM_014758375.1	0.878	0.925	6	0.833	0.925	1.000	1.000
mRNA1873	XM_014758389.1	0.700	0.000	2	1.000	0.000	1.000	1.000
mRNA1874	XM_014758291.1	0.163	0.346	9	0.000	0.346	1.000	0.190
mRNA1875	XM_014758319.1	0.163	0.346	10	0.000	0.346	1.000	0.190
mRNA1876	XM_014758299.1	0.163	0.346	10	0.000	0.346	1.000	0.190
mRNA1877	XM_014758309.1	0.163	0.346	10	0.000	0.346	1.000	0.190
mRNA1878	XM_014758329.1	0.126	0.221	7	0.000	0.221	1.000	0.190
mRNA1879	XM_014758355.1	0.993	0.991	2	1.000	0.991	0.915	1.000
mRNA1880	XM_014758405.1	0.100	0.000	16	0.000	0.000	1.000	1.000
mRNA1881	XM_014758421.1	0.100	0.000	16	0.000	0.000	1.000	1.000
mRNA1882	XM_014758413.1	0.100	0.000	16	0.000	0.000	1.000	1.000
mRNA1883	XM_014758401.1	0.100	0.000	17	0.000	0.000	1.000	1.000
mRNA1884	XM_014758951.1	0.968	0.976	7	1.000	0.976	0.495	1.000
mRNA1885	XM_014758938.1	0.588	0.429	10	0.700	0.429	0.475	0.310
mRNA1886	XM_014758931.1	0.703	0.526	10	0.800	0.526	1.000	0.310
mRNA1887	XM_014758886.1	0.751	0.838	6	0.667	0.838	1.000	1.000
mRNA1888	XM_014758584.1	0.273	0.114	13	0.231	0.114	1.000	1.000
mRNA1889	XM_014758593.1	0.274	0.117	13	0.231	0.117	1.000	1.000
mRNA1890	XM_014758577.1	0.294	0.147	12	0.250	0.147	1.000	1.000
mRNA1891	XM_014758524.1	0.100	0.000	16	0.000	0.000	1.000	1.000
mRNA1892	XM_014758532.1	0.100	0.000	17	0.000	0.000	1.000	1.000
mRNA1893	XM_014758541.1	0.100	0.000	17	0.000	0.000	1.000	1.000
mRNA1894	XM_014758551.1	0.100	0.000	16	0.000	0.000	1.000	1.000
mRNA1895	XM_014758561.1	0.100	0.000	15	0.000	0.000	1.000	1.000
mRNA1896	XM_014758963.1	0.100	0.000	8	0.000	0.000	1.000	1.000
mRNA1897	XM_014758968.1	0.100	0.000	7	0.000	0.000	1.000	1.000
mRNA1898	XM_014758488.1	0.327	0.418	4	0.250	0.418	0.025	1.000
mRNA1899	XM_014758478.1	0.294	0.410	5	0.200	0.410	0.025	1.000
mRNA1900	XM_014758512.1	0.054	0.008	4	0.000	0.008	0.025	1.000
mRNA1901	XM_014758495.1	0.054	0.008	4	0.000	0.008	0.025	1.000
mRNA1902	XM_014758503.1	0.051	0.000	3	0.000	0.000	0.025	1.000
mRNA1903	XM_014759613.1	0.995	0.983	5	1.000	0.983	1.000	1.000
mRNA1904	XM_014759612.1	0.859	0.982	5	0.800	0.982	0.680	1.000
mRNA1905	XM_014759616.1	0.858	0.982	5	0.800	0.982	0.665	1.000
mRNA1906	XM_014759615.1	0.854	1.000	5	0.800	1.000	0.485	1.000
mRNA1907	XM_014759618.1	0.957	0.977	2	1.000	0.977	0.280	1.000
mRNA1908	XM_014759617.1	0.966	0.998	5	1.000	0.998	0.765	0.570
mRNA1909	XM_014759016.1	0.223	0.000	7	0.286	0.000	0.030	1.000
mRNA1910	XM_014759550.1	0.581	0.706	8	0.500	0.706	0.390	1.000
mRNA1911	XM_014759552.1	0.590	0.741	8	0.500	0.741	0.355	1.000
mRNA1912	XM_014759553.1	0.653	0.807	7	0.571	0.807	0.360	1.000
mRNA1913	XM_014759554.1	0.200	0.000	6	0.167	0.000	1.000	1.000
mRNA1914	XM_014759546.1	0.675	0.733	16	0.625	0.733	1.000	0.600
mRNA1915	XM_014759548.1	0.716	0.746	16	0.688	0.746	1.000	0.600
mRNA1916	XM_014759547.1	0.676	0.737	16	0.625	0.737	1.000	0.600
mRNA1917	XM_014759549.1	0.751	0.769	15	0.733	0.769	1.000	0.600
mRNA1918	XM_014759564.1	0.651	0.000	0	1.000	0.000	0.025	1.000
mRNA1919	XM_014759568.1	0.783	0.640	6	0.833	0.640	0.825	1.000
mRNA1920	XM_014759567.1	0.682	0.637	6	0.667	0.637	0.825	1.000
mRNA1921	XM_014759569.1	0.690	0.903	5	0.600	0.903	0.510	0.670
mRNA1922	XM_014759566.1	0.827	0.909	5	0.800	0.909	0.825	0.670
mRNA1923	XM_014759570.1	0.961	0.976	2	1.000	0.976	0.355	1.000
mRNA1924	XM_014759565.1	0.100	0.000	7	0.000	0.000	1.000	1.000
mRNA1925	XM_014759165.1	0.764	0.977	3	0.667	0.977	0.425	1.000
mRNA1926	XM_014759159.1	0.763	0.955	3	0.667	0.955	0.530	1.000
mRNA1927	XM_014759153.1	0.996	0.993	3	1.000	0.993	0.955	1.000
mRNA1928	XM_014759593.1	0.556	0.803	10	0.400	0.803	1.000	0.500
mRNA1929	XM_014759592.1	0.647	0.824	10	0.500	0.824	1.000	1.000
mRNA1930	XM_014759576.1	0.870	0.901	12	0.833	0.901	1.000	1.000
mRNA1931	XM_014759575.1	0.945	1.000	11	0.909	1.000	1.000	1.000
mRNA1932	XM_014759577.1	0.891	1.000	11	0.818	1.000	1.000	1.000
mRNA1933	XM_014759574.1	0.093	0.000	4	0.000	0.000	0.865	1.000
mRNA1934	XM_014759573.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA1935	XM_014759571.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA1936	XM_014759668.1	1.000	1.000	3	1.000	1.000	1.000	1.000
mRNA1937	XM_014759597.1	0.472	0.347	4	0.500	0.347	0.350	1.000
mRNA1938	XM_014759596.1	0.579	0.341	3	0.667	0.341	0.530	1.000
mRNA1939	XM_014759595.1	0.812	0.374	3	1.000	0.374	1.000	1.000
mRNA1940	XM_014759594.1	0.817	0.790	15	0.800	0.790	1.000	1.000
mRNA1941	XM_014759146.1	0.664	0.000	0	1.000	0.000	1.000	0.290
mRNA1942	XM_014759022.1	0.002	0.000	1	0.000	0.000	0.000	0.030
mRNA1943	XM_014759540.1	0.768	0.698	17	0.765	0.698	1.000	1.000
mRNA1944	XM_014759541.1	0.773	0.785	16	0.812	0.785	1.000	0.000
mRNA1945	XM_014759539.1	0.703	0.732	18	0.722	0.732	1.000	0.000
mRNA1946	XM_014759538.1	0.729	0.735	17	0.765	0.735	1.000	0.000
mRNA1947	XM_014759542.1	0.980	0.998	4	1.000	0.998	0.615	1.000
mRNA1948	XM_014759544.1	0.278	0.594	3	0.000	0.594	1.000	1.000
mRNA1949	XM_014759543.1	0.940	0.803	5	1.000	0.803	1.000	0.980
