ID	Label	Integrity	Coverage	NumIntrons	A	B	Γ	E
mRNA1688	XM_015328704.1	0.772	0.741	12	0.750	0.741	1.000	1.000
mRNA1689	XM_015328652.1	0.773	0.743	12	0.750	0.743	1.000	1.000
mRNA1690	XM_015328662.1	0.830	0.742	13	0.846	0.742	1.000	1.000
mRNA1691	XM_015328672.1	0.771	0.737	12	0.750	0.737	1.000	1.000
mRNA1692	XM_015328681.1	0.770	0.733	12	0.750	0.733	1.000	1.000
mRNA1693	XM_015328689.1	0.699	0.725	11	0.636	0.725	1.000	1.000
mRNA1694	XM_015328696.1	0.700	0.727	11	0.636	0.727	1.000	1.000
mRNA1695	XM_015328546.1	0.816	0.788	15	0.800	0.788	1.000	1.000
mRNA1696	XM_015328745.1	0.562	0.929	3	0.333	0.929	1.000	0.670
mRNA1697	XM_015326144.1	0.000	0.000	1	0.000	0.000	0.000	0.000
mRNA1698	XM_015331147.1	0.999	1.000	1	1.000	1.000	0.990	1.000
mRNA1699	XM_015326314.1	0.089	0.000	1	0.000	0.000	0.770	1.000
mRNA1700	XM_015332001.1	0.719	1.000	7	0.571	1.000	1.000	0.530
mRNA1701	XM_015328867.1	0.754	0.956	3	0.667	0.956	0.350	1.000
mRNA1702	XM_015328874.1	0.728	0.761	3	0.667	0.761	1.000	1.000
mRNA1703	XM_015328857.1	1.000	1.000	3	1.000	1.000	1.000	1.000
mRNA1704	XM_015328886.1	0.445	1.000	5	0.200	1.000	0.300	0.190
mRNA1705	XM_015328894.1	0.325	1.000	4	0.000	1.000	0.300	0.190
mRNA1706	XM_015328908.1	0.997	1.000	2	1.000	1.000	1.000	0.940
mRNA1707	XM_015328811.1	0.787	0.735	9	0.778	0.735	1.000	1.000
mRNA1708	XM_015328837.1	0.784	0.726	9	0.778	0.726	1.000	1.000
mRNA1709	XM_015328768.1	0.794	0.757	9	0.778	0.757	1.000	1.000
mRNA1710	XM_015328776.1	0.745	0.752	10	0.700	0.752	1.000	1.000
mRNA1711	XM_015328817.1	0.789	0.742	9	0.778	0.742	1.000	1.000
mRNA1712	XM_015328844.1	0.777	0.755	8	0.750	0.755	1.000	1.000
mRNA1713	XM_015328790.1	0.855	0.739	9	0.889	0.739	1.000	1.000
mRNA1714	XM_015328828.1	0.788	0.737	9	0.778	0.737	1.000	1.000
mRNA1715	XM_015328802.1	0.770	0.679	9	0.778	0.679	1.000	1.000
mRNA1716	XM_015328960.1	0.950	1.000	3	1.000	1.000	0.595	0.410
mRNA1717	XM_015328931.1	0.863	0.942	15	0.800	0.942	1.000	1.000
mRNA1718	XM_015328922.1	0.903	0.942	15	0.867	0.942	1.000	1.000
mRNA1719	XM_015328942.1	0.902	0.942	15	0.867	0.942	1.000	1.000
mRNA1720	XM_015328951.1	0.864	0.929	12	0.833	0.929	0.715	1.000
mRNA1721	XM_015326158.1	0.050	0.000	5	0.000	0.000	0.000	1.000
mRNA1722	XM_015328488.1	0.578	0.437	12	0.583	0.437	0.940	1.000
mRNA1723	XM_015328469.1	0.602	0.417	11	0.636	0.417	0.910	1.000
mRNA1724	XM_015328477.1	0.520	0.322	13	0.538	0.322	1.000	1.000
mRNA1725	XM_015328496.1	0.727	0.506	10	0.800	0.506	0.910	1.000
mRNA1726	XM_015330481.1	0.683	0.743	5	0.600	0.743	1.000	1.000
mRNA1727	XM_015330489.1	0.680	0.733	5	0.600	0.733	1.000	1.000
mRNA1728	XM_015330471.1	0.772	0.740	4	0.750	0.740	1.000	1.000
mRNA1729	XM_015330501.1	0.586	0.685	4	0.500	0.685	0.605	1.000
mRNA1730	XM_015330497.1	0.710	0.699	3	0.667	0.699	1.000	1.000
mRNA1731	XM_015330068.1	0.077	0.000	9	0.000	0.000	0.545	1.000
mRNA1732	XM_015330058.1	0.083	0.000	10	0.000	0.000	0.650	1.000
mRNA1733	XM_015330050.1	0.100	0.000	11	0.000	0.000	1.000	1.000
mRNA1734	XM_015330039.1	0.100	0.000	11	0.000	0.000	1.000	1.000
mRNA1735	XM_015331719.1	0.943	1.000	6	1.000	1.000	0.380	0.480
mRNA1736	XM_015331730.1	0.843	1.000	6	0.833	1.000	0.380	0.480
mRNA1737	XM_015331705.1	0.798	1.000	7	0.714	1.000	1.000	0.390
mRNA1738	XM_015331696.1	0.964	1.000	6	1.000	1.000	0.900	0.390
mRNA1739	XM_015327803.1	0.390	0.000	4	0.500	0.000	1.000	0.810
mRNA1740	XM_015327817.1	0.837	0.996	8	0.750	0.996	0.835	0.920
mRNA1741	XM_015327793.1	0.663	0.877	4	0.500	0.877	1.000	1.000
mRNA1742	XM_015327769.1	0.711	0.984	5	0.600	0.984	0.115	1.000
mRNA1743	XM_015327786.1	0.712	0.839	5	0.600	0.839	1.000	1.000
mRNA1744	XM_015327777.1	0.725	0.883	5	0.600	0.883	1.000	1.000
mRNA1745	XM_015327751.1	0.811	0.870	4	0.750	0.870	1.000	1.000
mRNA1746	XM_015327759.1	0.655	0.651	5	0.600	0.651	1.000	1.000
mRNA1747	XM_015327839.1	0.962	0.980	25	1.000	0.980	1.000	0.360
mRNA1748	XM_015327849.1	0.917	1.000	25	0.960	1.000	0.455	0.360
mRNA1749	XM_015326363.1	0.935	1.000	2	1.000	1.000	0.610	0.100
mRNA1750	XM_015326373.1	0.635	1.000	2	0.500	1.000	0.610	0.100
mRNA1751	XM_015330736.1	0.906	0.938	8	0.875	0.938	1.000	1.000
mRNA1752	XM_015330752.1	0.978	1.000	5	1.000	1.000	0.555	1.000
mRNA1753	XM_015330760.1	0.828	0.881	5	0.800	0.881	0.680	1.000
mRNA1754	XM_015330768.1	0.828	0.872	5	0.800	0.872	0.730	1.000
mRNA1755	XM_015326194.1	0.627	0.996	2	0.500	0.996	0.000	0.570
mRNA1756	XM_015332022.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA1757	XM_015332014.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA1758	XM_015331988.1	0.649	0.584	10	0.700	0.584	0.075	1.000
mRNA1759	XM_015326233.1	0.808	0.927	5	0.800	0.927	0.995	0.000
mRNA1760	XM_015326247.1	0.686	0.831	10	0.700	0.831	0.330	0.000
mRNA1761	XM_015326916.1	0.782	0.929	16	0.688	0.929	1.000	0.810
mRNA1762	XM_015326924.1	0.784	0.906	16	0.688	0.906	1.000	1.000
mRNA1763	XM_015326879.1	0.784	0.870	17	0.706	0.870	1.000	1.000
mRNA1764	XM_015326897.1	0.826	0.975	18	0.722	0.975	1.000	1.000
mRNA1765	XM_015326779.1	0.842	0.976	17	0.765	0.976	1.000	0.810
mRNA1766	XM_015326793.1	0.807	0.976	17	0.706	0.976	1.000	0.810
mRNA1767	XM_015326944.1	0.795	0.973	16	0.688	0.973	1.000	0.810
mRNA1768	XM_015326802.1	0.807	0.976	17	0.706	0.976	1.000	0.810
mRNA1769	XM_015326817.1	0.772	0.976	17	0.647	0.976	1.000	0.810
mRNA1770	XM_015326952.1	0.757	0.973	16	0.625	0.973	1.000	0.810
mRNA1771	XM_015326962.1	0.782	0.973	15	0.667	0.973	1.000	0.810
mRNA1772	XM_015326861.1	0.914	0.995	16	0.875	0.995	1.000	0.810
mRNA1773	XM_015326787.1	0.878	0.977	17	0.824	0.977	1.000	0.810
mRNA1774	XM_015326870.1	0.952	0.996	16	0.938	0.996	1.000	0.810
mRNA1775	XM_015326809.1	0.807	0.976	17	0.706	0.976	1.000	0.810
mRNA1776	XM_015326826.1	0.842	0.977	17	0.765	0.977	1.000	0.810
mRNA1777	XM_015326832.1	0.879	0.980	17	0.824	0.980	1.000	0.810
mRNA1778	XM_015326841.1	0.914	0.981	17	0.882	0.981	1.000	0.810
mRNA1779	XM_015326850.1	0.843	0.980	17	0.765	0.980	1.000	0.810
mRNA1780	XM_015326906.1	0.805	0.969	18	0.722	0.969	1.000	0.610
mRNA1781	XM_015326888.1	0.785	0.872	17	0.706	0.872	1.000	1.000
mRNA1782	XM_015326931.1	0.840	0.970	17	0.765	0.970	1.000	0.810
mRNA1783	XM_015326940.1	0.840	0.969	17	0.765	0.969	1.000	0.810
mRNA1784	XM_015327065.1	0.692	0.682	9	0.667	0.682	0.745	1.000
mRNA1785	XM_015327029.1	0.624	0.679	9	0.556	0.679	0.745	1.000
mRNA1786	XM_015327035.1	0.462	0.584	9	0.333	0.584	0.745	1.000
mRNA1787	XM_015327044.1	0.378	0.526	9	0.222	0.526	0.745	1.000
mRNA1788	XM_015327050.1	0.314	0.535	9	0.111	0.535	0.745	1.000
mRNA1789	XM_015327058.1	0.231	0.478	9	0.000	0.478	0.745	1.000
mRNA1790	XM_015327023.1	0.102	0.008	2	0.000	0.008	1.000	1.000
mRNA1791	XM_015327008.1	0.166	0.220	7	0.000	0.220	1.000	1.000
mRNA1792	XM_015327002.1	0.344	0.241	7	0.286	0.241	1.000	1.000
mRNA1793	XM_015326984.1	0.437	0.266	7	0.429	0.266	1.000	1.000
mRNA1794	XM_015326993.1	0.443	0.285	7	0.429	0.285	1.000	1.000
mRNA1795	XM_015327014.1	0.527	0.280	7	0.571	0.280	1.000	1.000
mRNA1796	XM_015326975.1	0.621	0.307	7	0.714	0.307	1.000	1.000
mRNA1797	XM_015327012.1	0.706	0.305	7	0.857	0.305	1.000	1.000
mRNA1798	XM_015327083.1	0.500	0.476	7	0.429	0.476	1.000	1.000
mRNA1799	XM_015327074.1	0.695	0.556	7	0.714	0.556	1.000	1.000
mRNA1800	XM_015327091.1	0.422	0.668	7	0.286	0.668	0.000	1.000
mRNA1801	XM_015327098.1	0.233	0.610	7	0.000	0.610	0.000	1.000
mRNA1802	XM_015330907.1	0.535	0.302	5	0.600	0.302	0.680	1.000
mRNA1803	XM_015330918.1	0.901	0.669	6	1.000	0.669	1.000	1.000
mRNA1804	XM_015331250.1	0.577	0.863	11	0.364	0.863	1.000	1.000
mRNA1805	XM_015331260.1	0.700	1.000	10	0.500	1.000	1.000	1.000
mRNA1806	XM_015331273.1	1.000	1.000	2	1.000	1.000	1.000	1.000
mRNA1807	XM_015326260.1	0.639	0.964	2	0.500	0.964	1.000	0.000
mRNA1808	XM_015330789.1	1.000	1.000	3	1.000	1.000	1.000	1.000
mRNA1809	XM_015330780.1	0.842	0.472	2	1.000	0.472	1.000	1.000
mRNA1810	XM_015330818.1	0.061	0.013	13	0.000	0.013	0.140	1.000
mRNA1811	XM_015330800.1	0.070	0.006	13	0.000	0.006	0.360	1.000
mRNA1812	XM_015330827.1	0.068	0.006	13	0.000	0.006	0.325	1.000
mRNA1813	XM_015330809.1	0.063	0.007	13	0.000	0.007	0.230	1.000
mRNA1814	XM_015326272.1	0.050	0.000	2	0.000	0.000	1.000	0.000
mRNA1815	XM_015331102.1	0.655	0.000	0	1.000	0.000	0.095	1.000
mRNA1816	XM_015331123.1	0.960	1.000	2	1.000	1.000	0.200	1.000
mRNA1817	XM_015331115.1	0.669	0.975	2	0.500	0.975	0.525	1.000
mRNA1818	XM_015331020.1	0.811	0.815	9	0.778	0.815	1.000	1.000
mRNA1819	XM_015331029.1	0.744	0.813	9	0.667	0.813	1.000	1.000
mRNA1820	XM_015331038.1	0.738	0.795	9	0.667	0.795	1.000	1.000
mRNA1821	XM_015331087.1	0.709	0.781	8	0.625	0.781	1.000	1.000
mRNA1822	XM_015331048.1	0.758	0.859	9	0.667	0.859	1.000	1.000
mRNA1823	XM_015331012.1	0.779	0.762	8	0.750	0.762	1.000	1.000
mRNA1824	XM_015331078.1	0.766	0.918	8	0.750	0.918	0.250	0.560
mRNA1825	XM_015331065.1	0.790	0.923	8	0.750	0.923	0.250	1.000
mRNA1826	XM_015330995.1	0.600	1.000	6	0.333	1.000	1.000	1.000
mRNA1827	XM_015331003.1	0.600	1.000	6	0.333	1.000	1.000	1.000
mRNA1828	XM_015331055.1	0.661	1.000	4	0.500	1.000	0.220	1.000
mRNA1829	XM_015327173.1	0.643	1.000	9	0.444	1.000	0.535	1.000
mRNA1830	XM_015327164.1	0.595	1.000	10	0.400	1.000	0.095	1.000
mRNA1831	XM_015327193.1	0.705	0.685	3	0.667	0.685	1.000	1.000
mRNA1832	XM_015327185.1	0.951	0.986	3	1.000	0.986	1.000	0.110
mRNA1833	XM_015327223.1	0.948	1.000	13	0.923	1.000	0.875	1.000
mRNA1834	XM_015327232.1	0.850	0.808	13	0.846	0.808	1.000	1.000
mRNA1835	XM_015327214.1	0.889	0.938	13	0.846	0.938	1.000	1.000
mRNA1836	XM_015327205.1	0.890	0.941	13	0.846	0.941	1.000	1.000
mRNA1837	XM_015327239.1	0.895	0.959	13	0.846	0.959	1.000	1.000
mRNA1838	XM_015327252.1	0.053	0.000	4	0.000	0.000	1.000	0.050
mRNA1839	XM_015327262.1	0.053	0.000	4	0.000	0.000	1.000	0.050
mRNA1840	XM_015327271.1	0.053	0.000	4	0.000	0.000	1.000	0.050
mRNA1841	XM_015327283.1	1.000	1.000	2	1.000	1.000	1.000	1.000
mRNA1842	XM_015327390.1	0.814	0.879	4	0.750	0.879	1.000	1.000
mRNA1843	XM_015327399.1	0.815	0.946	4	0.750	0.946	0.625	1.000
mRNA1844	XM_015327371.1	1.000	1.000	4	1.000	1.000	1.000	1.000
mRNA1845	XM_015327380.1	0.736	0.920	5	0.600	0.920	1.000	1.000
mRNA1846	XM_015327361.1	0.730	0.898	5	0.600	0.898	1.000	1.000
mRNA1847	XM_015327303.1	0.837	0.857	5	0.800	0.857	1.000	1.000
mRNA1848	XM_015327311.1	0.656	0.854	4	0.500	0.854	1.000	1.000
mRNA1849	XM_015327296.1	0.656	0.854	4	0.500	0.854	1.000	1.000
mRNA1850	XM_015327350.1	0.619	0.729	4	0.500	0.729	1.000	1.000
mRNA1851	XM_015327328.1	0.666	0.886	4	0.500	0.886	1.000	1.000
mRNA1852	XM_015327320.1	0.671	0.905	4	0.500	0.905	1.000	1.000
mRNA1853	XM_015327338.1	0.676	0.924	4	0.500	0.924	0.965	1.000
mRNA1854	XM_015327420.1	0.867	0.780	9	0.889	0.780	1.000	1.000
mRNA1855	XM_015331668.1	0.139	0.131	5	0.000	0.131	1.000	1.000
mRNA1856	XM_015331675.1	0.106	0.020	4	0.000	0.020	1.000	1.000
mRNA1857	XM_015331631.1	0.099	0.018	5	0.000	0.018	0.875	1.000
mRNA1858	XM_015331683.1	0.106	0.019	4	0.000	0.019	1.000	1.000
mRNA1859	XM_015331640.1	0.105	0.018	5	0.000	0.018	1.000	1.000
mRNA1860	XM_015331649.1	0.105	0.017	5	0.000	0.017	1.000	1.000
mRNA1861	XM_015331658.1	0.064	0.021	5	0.000	0.021	0.165	1.000
mRNA1862	XM_015331451.1	0.532	0.531	11	0.455	0.531	1.000	1.000
mRNA1863	XM_015331457.1	0.513	0.467	11	0.455	0.467	1.000	1.000
mRNA1864	XM_015331466.1	0.479	0.463	10	0.400	0.463	1.000	1.000
mRNA1865	XM_015331441.1	0.513	0.467	11	0.455	0.467	1.000	1.000
mRNA1866	XM_015326306.1	0.600	0.000	0	1.000	0.000	0.000	0.000
mRNA1867	XM_015334828.1	0.100	0.000	7	0.000	0.000	1.000	1.000
mRNA1868	XM_015334829.1	0.100	0.000	6	0.000	0.000	1.000	1.000
mRNA1869	XM_015334831.1	0.100	0.000	6	0.000	0.000	1.000	1.000
mRNA1870	XM_015334826.1	0.100	0.000	8	0.000	0.000	1.000	1.000
mRNA1871	XM_015334827.1	0.100	0.000	8	0.000	0.000	1.000	1.000
mRNA1872	XM_015334824.1	0.100	0.000	8	0.000	0.000	1.000	1.000
mRNA1873	XM_015334825.1	0.100	0.000	8	0.000	0.000	1.000	1.000
mRNA1874	XM_015334822.1	0.817	0.790	5	0.800	0.790	1.000	1.000
mRNA1875	XM_015334823.1	0.946	0.902	5	1.000	0.902	0.500	1.000
mRNA1876	XM_015334986.1	0.115	0.051	6	0.000	0.051	1.000	1.000
mRNA1877	XM_015334985.1	0.115	0.048	7	0.000	0.048	1.000	1.000
mRNA1878	XM_015334984.1	0.137	0.124	8	0.000	0.124	1.000	1.000
mRNA1879	XM_015334990.1	0.122	0.075	7	0.000	0.075	1.000	1.000
mRNA1880	XM_015334988.1	0.123	0.076	7	0.000	0.076	1.000	1.000
mRNA1881	XM_015334982.1	0.129	0.098	8	0.000	0.098	1.000	1.000
mRNA1882	XM_015334983.1	0.123	0.076	9	0.000	0.076	1.000	1.000
mRNA1883	XM_015334987.1	0.136	0.121	5	0.000	0.121	1.000	1.000
mRNA1884	XM_015335041.1	0.762	1.000	10	0.700	1.000	0.000	0.850
mRNA1885	XM_015335038.1	0.786	1.000	11	0.727	1.000	0.000	1.000
mRNA1886	XM_015335040.1	0.770	1.000	10	0.700	1.000	0.000	1.000
mRNA1887	XM_015335039.1	0.750	1.000	12	0.667	1.000	0.000	1.000
mRNA1888	XM_015334916.1	1.000	1.000	7	1.000	1.000	1.000	1.000
mRNA1889	XM_015334919.1	0.792	0.767	5	0.800	0.767	1.000	0.640
mRNA1890	XM_015334921.1	0.822	0.868	5	0.800	0.868	1.000	0.640
mRNA1891	XM_015334920.1	0.982	1.000	5	1.000	1.000	1.000	0.640
mRNA1892	XM_015334922.1	0.951	0.929	3	1.000	0.929	0.450	1.000
mRNA1893	XM_015334923.1	0.972	1.000	4	1.000	1.000	0.450	1.000
mRNA1894	XM_015334917.1	0.992	0.973	4	1.000	0.973	1.000	1.000
mRNA1895	XM_015335026.1	0.371	0.000	2	0.500	0.000	0.830	0.600
mRNA1896	XM_015335025.1	0.975	1.000	3	1.000	1.000	0.510	1.000
mRNA1897	XM_015334890.1	0.599	0.477	14	0.643	0.477	0.665	0.740
mRNA1898	XM_015334893.1	0.977	1.000	11	1.000	1.000	0.545	1.000
mRNA1899	XM_015334892.1	0.862	0.875	12	0.833	0.875	1.000	1.000
mRNA1900	XM_015334891.1	0.918	0.907	11	0.909	0.907	1.000	1.000
mRNA1901	XM_015334635.1	0.319	0.397	6	0.167	0.397	1.000	1.000
mRNA1902	XM_015334636.1	0.319	0.397	6	0.167	0.397	1.000	1.000
mRNA1903	XM_015334638.1	0.675	0.861	5	0.600	0.861	0.625	0.510
mRNA1904	XM_015334637.1	0.932	1.000	4	1.000	1.000	0.135	0.510
mRNA1905	XM_015334645.1	0.935	0.995	5	1.000	0.995	0.110	0.620
mRNA1906	XM_015334644.1	0.906	0.969	14	0.929	0.969	1.000	0.160
mRNA1907	XM_015334639.1	0.949	0.969	14	1.000	0.969	1.000	0.160
mRNA1908	XM_015334640.1	0.906	0.969	14	0.929	0.969	1.000	0.160
mRNA1909	XM_015334641.1	0.906	0.968	14	0.929	0.968	1.000	0.160
mRNA1910	XM_015334642.1	0.906	0.968	14	0.929	0.968	1.000	0.160
mRNA1911	XM_015334643.1	0.906	0.968	14	0.929	0.968	1.000	0.160
mRNA1912	XM_015335006.1	0.973	1.000	4	1.000	1.000	0.465	1.000
mRNA1913	XM_015335020.1	1.000	1.000	1	1.000	1.000	1.000	1.000
mRNA1914	XM_015334667.1	0.738	0.444	7	0.857	0.444	1.000	0.820
mRNA1915	XM_015334666.1	0.864	0.952	7	0.857	0.952	0.470	0.820
mRNA1916	XM_015334665.1	0.965	1.000	7	1.000	1.000	0.490	0.820
mRNA1917	XM_015334658.1	0.751	0.841	13	0.692	0.841	0.675	1.000
mRNA1918	XM_015334654.1	0.844	0.842	13	0.846	0.842	0.675	1.000
mRNA1919	XM_015334660.1	0.798	0.841	13	0.769	0.841	0.675	1.000
mRNA1920	XM_015334664.1	0.845	0.844	13	0.846	0.844	0.675	1.000
mRNA1921	XM_015334646.1	0.798	0.842	13	0.769	0.842	0.675	1.000
mRNA1922	XM_015334657.1	0.751	0.841	13	0.692	0.841	0.675	1.000
mRNA1923	XM_015334662.1	0.751	0.839	13	0.692	0.839	0.675	1.000
mRNA1924	XM_015334656.1	0.845	0.844	13	0.846	0.844	0.675	1.000
mRNA1925	XM_015334663.1	0.798	0.844	13	0.769	0.844	0.675	1.000
mRNA1926	XM_015334655.1	0.752	0.841	13	0.692	0.841	0.675	1.000
mRNA1927	XM_015334659.1	0.799	0.844	13	0.769	0.844	0.675	1.000
mRNA1928	XM_015334647.1	0.797	0.843	13	0.769	0.843	0.640	1.000
mRNA1929	XM_015334648.1	0.837	0.763	13	0.846	0.763	1.000	1.000
mRNA1930	XM_015334649.1	0.798	0.788	13	0.769	0.788	1.000	1.000
mRNA1931	XM_015334653.1	0.808	0.828	13	0.769	0.828	0.965	1.000
mRNA1932	XM_015334652.1	0.804	0.833	13	0.769	0.833	0.855	1.000
mRNA1933	XM_015334651.1	0.794	0.847	13	0.769	0.847	0.555	1.000
mRNA1934	XM_015334674.1	0.723	0.878	5	0.600	0.878	1.000	1.000
mRNA1935	XM_015334673.1	0.614	0.714	6	0.500	0.714	1.000	1.000
mRNA1936	XM_015334672.1	0.880	1.000	5	0.800	1.000	1.000	1.000
mRNA1937	XM_015334668.1	0.826	0.919	8	0.750	0.919	1.000	1.000
mRNA1938	XM_015334671.1	0.775	0.917	9	0.667	0.917	1.000	1.000
mRNA1939	XM_015334669.1	0.902	0.922	8	0.875	0.922	1.000	1.000
mRNA1940	XM_015335030.1	0.700	1.000	2	0.500	1.000	1.000	1.000
mRNA1941	XM_015335028.1	0.700	1.000	2	0.500	1.000	1.000	1.000
mRNA1942	XM_015335029.1	0.600	1.000	3	0.333	1.000	1.000	1.000
mRNA1943	XM_015335031.1	0.600	1.000	3	0.333	1.000	1.000	1.000
mRNA1944	XM_015332629.1	0.735	0.548	20	0.850	0.548	1.000	0.210
mRNA1945	XM_015332640.1	0.921	0.918	11	0.909	0.918	1.000	1.000
mRNA1946	XM_015332658.1	0.926	0.937	11	0.909	0.937	0.995	1.000
mRNA1947	XM_015332649.1	0.999	0.998	11	1.000	0.998	1.000	1.000
mRNA1948	XM_015332671.1	0.595	0.721	4	0.500	0.721	1.000	0.580
mRNA1949	XM_015332684.1	1.000	1.000	8	1.000	1.000	1.000	1.000
mRNA1950	XM_015332698.1	0.100	0.000	3	0.000	0.000	1.000	1.000
mRNA1951	XM_015332710.1	0.998	0.995	1	1.000	0.995	0.995	1.000
mRNA1952	XM_015332720.1	0.688	0.785	17	0.588	0.785	1.000	1.000
mRNA1953	XM_015332784.1	0.763	0.835	16	0.688	0.835	1.000	1.000
mRNA1954	XM_015332794.1	0.710	0.835	15	0.600	0.835	1.000	1.000
mRNA1955	XM_015332737.1	0.653	0.784	17	0.529	0.784	1.000	1.000
mRNA1956	XM_015332724.1	0.689	0.786	17	0.588	0.786	1.000	1.000
mRNA1957	XM_015332764.1	0.762	0.831	16	0.688	0.831	1.000	1.000
mRNA1958	XM_015332774.1	0.724	0.831	16	0.625	0.831	1.000	1.000
mRNA1959	XM_015332729.1	0.724	0.787	17	0.647	0.787	1.000	1.000
mRNA1960	XM_015332746.1	0.726	0.792	17	0.647	0.792	1.000	1.000
mRNA1961	XM_015332755.1	0.672	0.782	16	0.562	0.782	1.000	1.000
mRNA1962	XM_015332807.1	0.751	0.838	15	0.667	0.838	1.000	1.000
mRNA1963	XM_015332800.1	0.696	0.785	15	0.600	0.785	1.000	1.000
mRNA1964	XM_015332869.1	0.640	0.874	2	0.500	0.874	0.555	1.000
mRNA1965	XM_015332861.1	0.639	0.868	2	0.500	0.868	0.580	1.000
mRNA1966	XM_015332846.1	1.000	1.000	3	1.000	1.000	1.000	1.000
mRNA1967	XM_015332879.1	0.673	0.940	2	0.500	0.940	0.830	1.000
mRNA1968	XM_015332828.1	0.893	0.644	2	1.000	0.644	1.000	1.000
mRNA1969	XM_015332854.1	0.636	0.814	2	0.500	0.814	0.840	1.000
mRNA1970	XM_015332837.1	0.587	0.623	2	0.500	0.623	1.000	1.000
mRNA1971	XM_015332817.1	0.930	0.909	14	0.929	0.909	1.000	1.000
mRNA1972	XM_015334941.1	0.690	0.367	5	0.800	0.367	1.000	1.000
mRNA1973	XM_015334942.1	0.570	0.365	5	0.600	0.365	1.000	1.000
mRNA1974	XM_015334940.1	0.683	0.343	5	0.800	0.343	1.000	1.000
mRNA1975	XM_015332040.1	0.027	0.000	1	0.000	0.000	0.000	0.530
mRNA1976	XM_015332920.1	1.000	1.000	5	1.000	1.000	1.000	1.000
mRNA1977	XM_015332927.1	0.729	0.987	5	0.600	0.987	0.470	1.000
mRNA1978	XM_015332948.1	0.893	0.929	7	0.857	0.929	1.000	1.000
mRNA1979	XM_015332935.1	0.998	0.994	8	1.000	0.994	1.000	1.000
mRNA1980	XM_015332938.1	0.912	0.993	7	0.857	0.993	1.000	1.000
mRNA1981	XM_015332961.1	0.529	0.428	6	0.500	0.428	1.000	1.000
mRNA1982	XM_015332900.1	0.764	0.546	6	0.833	0.546	1.000	1.000
mRNA1983	XM_015332908.1	0.773	0.529	7	0.857	0.529	1.000	1.000
mRNA1984	XM_015332890.1	0.703	0.343	6	0.833	0.343	1.000	1.000
mRNA1985	XM_015332970.1	0.899	0.914	8	0.875	0.914	1.000	1.000
mRNA1986	XM_015332979.1	0.975	0.917	9	1.000	0.917	1.000	1.000
mRNA1987	XM_015332993.1	0.869	0.564	5	1.000	0.564	1.000	1.000
mRNA1988	XM_015333007.1	1.000	1.000	1	1.000	1.000	1.000	1.000
mRNA1989	XM_015333058.1	0.867	1.000	9	0.778	1.000	1.000	1.000
mRNA1990	XM_015333029.1	0.807	0.955	10	0.700	0.955	1.000	1.000
mRNA1991	XM_015333049.1	0.809	0.962	10	0.700	0.962	1.000	1.000
mRNA1992	XM_015333019.1	0.933	1.000	9	0.889	1.000	1.000	1.000
mRNA1993	XM_015333039.1	0.914	0.979	8	0.875	0.979	0.910	1.000
mRNA1994	XM_015334911.1	0.100	0.000	11	0.000	0.000	1.000	1.000
mRNA1995	XM_015334912.1	0.100	0.000	11	0.000	0.000	1.000	1.000
mRNA1996	XM_015334846.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA1997	XM_015334843.1	0.982	1.000	4	1.000	1.000	0.645	1.000
mRNA1998	XM_015334844.1	0.817	0.965	4	0.750	0.965	0.555	1.000
mRNA1999	XM_015334845.1	0.888	1.000	8	0.875	1.000	0.270	1.000
mRNA2000	XM_015334847.1	0.960	0.866	2	1.000	0.866	1.000	1.000
mRNA2001	XM_015334950.1	0.651	1.000	6	0.500	1.000	0.455	0.560
mRNA2002	XM_015334951.1	0.972	1.000	3	1.000	1.000	0.475	0.960
mRNA2003	XM_015335005.1	0.678	0.011	0	1.000	0.011	1.000	0.500
mRNA2004	XM_015334688.1	0.900	0.994	49	0.837	0.994	1.000	1.000
mRNA2005	XM_015334675.1	0.927	0.997	50	0.880	0.997	1.000	1.000
mRNA2006	XM_015334682.1	0.938	0.997	49	0.898	0.997	1.000	1.000
mRNA2007	XM_015334676.1	0.939	0.997	50	0.900	0.997	1.000	1.000
mRNA2008	XM_015334681.1	0.915	0.997	50	0.860	0.997	1.000	1.000
mRNA2009	XM_015334685.1	0.913	0.997	49	0.857	0.997	1.000	1.000
mRNA2010	XM_015334684.1	0.917	0.997	51	0.863	0.997	1.000	1.000
mRNA2011	XM_015334677.1	0.939	0.998	50	0.900	0.998	1.000	1.000
mRNA2012	XM_015334678.1	0.915	0.997	50	0.860	0.997	1.000	1.000
mRNA2013	XM_015334683.1	0.951	0.999	49	0.918	0.999	1.000	1.000
mRNA2014	XM_015334686.1	0.915	0.997	50	0.860	0.997	1.000	1.000
mRNA2015	XM_015334679.1	0.915	0.997	50	0.860	0.997	1.000	1.000
mRNA2016	XM_015334689.1	0.926	0.997	49	0.878	0.997	1.000	1.000
mRNA2017	XM_015334687.1	0.913	0.997	49	0.857	0.997	1.000	1.000
mRNA2018	XM_015334691.1	0.776	1.000	4	0.750	1.000	0.005	0.510
mRNA2019	XM_015334758.1	0.738	0.767	17	0.706	0.767	0.680	1.000
