hiLocus	iLocus	Species	Protein
HymHub-v0.3.0-HILC-260	PdtlILC-02735		PdomMRNAr1.2-01243.1
HymHub-v0.3.0-HILC-260	NvitILC-04414		XP_003424105.1
HymHub-v0.3.0-HILC-261	AmelILC-11657		XP_006566676.1
HymHub-v0.3.0-HILC-261	BterILC-07667		XP_003398689.1
HymHub-v0.3.0-HILC-261	CfloILC-23155		XP_011265028.1
HymHub-v0.3.0-HILC-261	HsalILC-16188		XP_011144890.1
HymHub-v0.3.0-HILC-261	PcanILC-08599		XP_014606748.1
HymHub-v0.3.0-HILC-261	PdtlILC-10320		PdomMRNAr1.2-02575.1
HymHub-v0.3.0-HILC-261	NvitILC-07362		XP_003424374.1
HymHub-v0.3.0-HILC-262	AmelILC-13405		XP_006560252.1
HymHub-v0.3.0-HILC-262	BterILC-10450		XP_003400851.1
HymHub-v0.3.0-HILC-262	CfloILC-06553		XP_011251693.1
HymHub-v0.3.0-HILC-262	HsalILC-15526		XP_011144289.1
HymHub-v0.3.0-HILC-262	PcanILC-12227		XP_014611885.1
HymHub-v0.3.0-HILC-262	PdtlILC-13895		PdomMRNAr1.2-00261.1
HymHub-v0.3.0-HILC-262	NvitILC-03011		XP_008215782.1
HymHub-v0.3.0-HILC-263	AmelILC-09845		XP_006559291.1
HymHub-v0.3.0-HILC-263	BterILC-06770		XP_012168389.1
HymHub-v0.3.0-HILC-263	CfloILC-21251		XP_011263469.1
HymHub-v0.3.0-HILC-263	HsalILC-02721		XP_011153450.1
HymHub-v0.3.0-HILC-263	PcanILC-07746		XP_014605473.1
HymHub-v0.3.0-HILC-263	PdtlILC-00352		PdomMRNAr1.2-11767.1
HymHub-v0.3.0-HILC-263	NvitILC-21926		XP_003427847.1
HymHub-v0.3.0-HILC-264	AmelILC-11642		XP_392985.3
HymHub-v0.3.0-HILC-264	BterILC-07658		XP_003398727.1
HymHub-v0.3.0-HILC-264	CfloILC-11026		XP_011255332.1
HymHub-v0.3.0-HILC-264	HsalILC-17884		XP_011146160.1
HymHub-v0.3.0-HILC-264	PcanILC-00036		XP_014614931.1
HymHub-v0.3.0-HILC-264	PdtlILC-08760		PdomMRNAr1.2-06434.1
HymHub-v0.3.0-HILC-264	NvitILC-04540		XP_008208739.1
HymHub-v0.3.0-HILC-265	AmelILC-04299		XP_003249710.1
HymHub-v0.3.0-HILC-265	BterILC-02593		XP_003394752.1
HymHub-v0.3.0-HILC-265	CfloILC-23297		XP_011265153.1
HymHub-v0.3.0-HILC-265	HsalILC-14359		XP_011143381.1
HymHub-v0.3.0-HILC-265	PcanILC-09569		XP_014608282.1
HymHub-v0.3.0-HILC-265	PdtlILC-15239		PdomMRNAr1.2-04862.1
HymHub-v0.3.0-HILC-265	NvitILC-08211		XP_008203354.1
HymHub-v0.3.0-HILC-266	AmelILC-13222		XP_006557625.1
HymHub-v0.3.0-HILC-266	BterILC-10421		XP_003400832.1
HymHub-v0.3.0-HILC-266	CfloILC-27278		XP_011268004.1
HymHub-v0.3.0-HILC-266	HsalILC-21980		XP_011149779.1
HymHub-v0.3.0-HILC-266	PcanILC-02620		XP_014616859.1
HymHub-v0.3.0-HILC-266	PdtlILC-12764		PdomMRNAr1.2-05480.1
HymHub-v0.3.0-HILC-266	NvitILC-07607		XP_008216439.1
HymHub-v0.3.0-HILC-267	AmelILC-04392		XP_003249994.1
HymHub-v0.3.0-HILC-267	BterILC-02731		XP_012163648.1
HymHub-v0.3.0-HILC-267	CfloILC-15648		XP_011259306.1
HymHub-v0.3.0-HILC-267	HsalILC-08868		XP_011138324.1
HymHub-v0.3.0-HILC-267	PcanILC-02334		XP_014616388.1
HymHub-v0.3.0-HILC-267	PdtlILC-00739		PdomMRNAr1.2-01028.1
HymHub-v0.3.0-HILC-267	NvitILC-07381		XP_001602260.2
HymHub-v0.3.0-HILC-268	AmelILC-07154		XP_006557693.1
HymHub-v0.3.0-HILC-268	BterILC-05387		XP_012166222.1
HymHub-v0.3.0-HILC-268	CfloILC-21469		XP_011263624.1
HymHub-v0.3.0-HILC-268	HsalILC-05549		XP_011135557.1
HymHub-v0.3.0-HILC-268	PcanILC-08914		XP_014607228.1
HymHub-v0.3.0-HILC-268	PdtlILC-06165		PdomMRNAr1.2-04545.1
HymHub-v0.3.0-HILC-268	NvitILC-10169		XP_008206914.1
HymHub-v0.3.0-HILC-269	AmelILC-00910		XP_006568622.1
HymHub-v0.3.0-HILC-269	BterILC-04476		XP_012165181.1
HymHub-v0.3.0-HILC-269	CfloILC-16492		XP_011259963.1
HymHub-v0.3.0-HILC-269	HsalILC-17235		XP_011145723.1
HymHub-v0.3.0-HILC-269	PcanILC-12934		XP_014612792.1
HymHub-v0.3.0-HILC-269	PdtlILC-16011		PdomMRNAr1.2-01281.1
HymHub-v0.3.0-HILC-269	NvitILC-11727		XP_008211315.1
HymHub-v0.3.0-HILC-270	AmelILC-01648		XP_394163.3
HymHub-v0.3.0-HILC-270	BterILC-00376		XP_003393136.1
HymHub-v0.3.0-HILC-270	CfloILC-19729		XP_011262351.1
HymHub-v0.3.0-HILC-270	HsalILC-18936		XP_011147141.1
HymHub-v0.3.0-HILC-270	PcanILC-03220		XP_014598336.1
HymHub-v0.3.0-HILC-270	PdtlILC-07203		PdomMRNAr1.2-05512.1
HymHub-v0.3.0-HILC-270	NvitILC-23583		XP_008214454.1
HymHub-v0.3.0-HILC-271	AmelILC-09040		XP_006557279.1
HymHub-v0.3.0-HILC-271	BterILC-11976		XP_003401933.1
HymHub-v0.3.0-HILC-271	CfloILC-03270		XP_011268573.1
HymHub-v0.3.0-HILC-271	HsalILC-18713		XP_011146969.1
HymHub-v0.3.0-HILC-271	PcanILC-01760		XP_014615577.1
HymHub-v0.3.0-HILC-271	PdtlILC-09513		PdomMRNAr1.2-08282.1
HymHub-v0.3.0-HILC-271	NvitILC-10833		XP_008207561.1
HymHub-v0.3.0-HILC-272	AmelILC-12711		XP_624210.1
HymHub-v0.3.0-HILC-272	BterILC-09582		XP_012170947.1
HymHub-v0.3.0-HILC-272	CfloILC-01081		XP_011254081.1
HymHub-v0.3.0-HILC-272	HsalILC-12411		XP_011141580.1
HymHub-v0.3.0-HILC-272	PcanILC-00326		XP_014598595.1
HymHub-v0.3.0-HILC-272	PdtlILC-04257		PdomMRNAr1.2-00894.1
HymHub-v0.3.0-HILC-272	NvitILC-08343		XP_001603249.2
HymHub-v0.3.0-HILC-273	AmelILC-03678		XP_623465.2
HymHub-v0.3.0-HILC-273	BterILC-02306		XP_003394599.1
HymHub-v0.3.0-HILC-273	CfloILC-03893		XP_011269184.1
HymHub-v0.3.0-HILC-273	HsalILC-22435		XP_011150250.1
HymHub-v0.3.0-HILC-273	PcanILC-09439		XP_014608055.1
HymHub-v0.3.0-HILC-273	PdtlILC-10375		PdomMRNAr1.2-00364.1
HymHub-v0.3.0-HILC-273	NvitILC-13270		XP_008202116.1
HymHub-v0.3.0-HILC-274	AmelILC-08664		XP_006564578.1
HymHub-v0.3.0-HILC-274	BterILC-11514		XP_012173007.1
HymHub-v0.3.0-HILC-274	CfloILC-05318		XP_011250709.1
HymHub-v0.3.0-HILC-274	HsalILC-21336		XP_011149282.1
HymHub-v0.3.0-HILC-274	PcanILC-09448		XP_014608080.1
HymHub-v0.3.0-HILC-274	PdtlILC-10355		PdomMRNAr1.2-06104.1
HymHub-v0.3.0-HILC-274	NvitILC-02526		XP_001606082.1
HymHub-v0.3.0-HILC-275	AmelILC-07697		XP_396937.4
HymHub-v0.3.0-HILC-275	BterILC-05218		XP_012166038.1
HymHub-v0.3.0-HILC-275	CfloILC-10942		XP_011255271.1
HymHub-v0.3.0-HILC-275	HsalILC-18631		XP_011146905.1
HymHub-v0.3.0-HILC-275	PcanILC-10148		XP_014609133.1
HymHub-v0.3.0-HILC-275	PdtlILC-01709		PdomMRNAr1.2-02986.1
HymHub-v0.3.0-HILC-275	NvitILC-06316		XP_008203915.1
HymHub-v0.3.0-HILC-276	AmelILC-05749		XP_006569556.1
HymHub-v0.3.0-HILC-276	BterILC-02107		XP_012176461.1
HymHub-v0.3.0-HILC-276	CfloILC-01808		XP_011260407.1
HymHub-v0.3.0-HILC-276	HsalILC-12319		XP_011141509.1
HymHub-v0.3.0-HILC-276	PcanILC-02623		XP_014616738.1
HymHub-v0.3.0-HILC-276	PdtlILC-12769		PdomMRNAr1.2-07416.1
HymHub-v0.3.0-HILC-276	NvitILC-01597		XP_008210914.1
HymHub-v0.3.0-HILC-277	AmelILC-07405		XP_006560897.1
HymHub-v0.3.0-HILC-277	BterILC-05865		XP_012166734.1
HymHub-v0.3.0-HILC-277	CfloILC-19874		XP_011262456.1
HymHub-v0.3.0-HILC-277	HsalILC-18105		XP_011146373.1
HymHub-v0.3.0-HILC-277	PcanILC-03015		XP_014598183.1
HymHub-v0.3.0-HILC-277	PdtlILC-02621		PdomMRNAr1.2-00286.1
HymHub-v0.3.0-HILC-277	NvitILC-08607		XP_001605545.2
HymHub-v0.3.0-HILC-278	AmelILC-13845		XP_394044.2
HymHub-v0.3.0-HILC-278	BterILC-09814		XP_012171201.1
HymHub-v0.3.0-HILC-278	CfloILC-08546		XP_011253344.1
HymHub-v0.3.0-HILC-278	HsalILC-20128		XP_011148222.1
HymHub-v0.3.0-HILC-278	PcanILC-02121		XP_014616036.1
HymHub-v0.3.0-HILC-278	PdtlILC-03784		PdomMRNAr1.2-09526.1
HymHub-v0.3.0-HILC-278	NvitILC-04297		XP_008212623.1
HymHub-v0.3.0-HILC-279	AmelILC-06594		XP_394641.3
HymHub-v0.3.0-HILC-279	BterILC-04235		XP_003396062.1
HymHub-v0.3.0-HILC-279	CfloILC-14649		XP_011258501.1
HymHub-v0.3.0-HILC-279	HsalILC-05449		XP_011135481.1
HymHub-v0.3.0-HILC-279	PcanILC-04344		XP_014600292.1
HymHub-v0.3.0-HILC-279	PdtlILC-15869		PdomMRNAr1.2-00629.1
HymHub-v0.3.0-HILC-279	NvitILC-01177		XP_001606432.1
HymHub-v0.3.0-HILC-280	AmelILC-05719		XP_006567974.1
HymHub-v0.3.0-HILC-280	BterILC-03609		XP_003395601.1
HymHub-v0.3.0-HILC-280	CfloILC-16608		XP_011260062.1
HymHub-v0.3.0-HILC-280	HsalILC-12937		XP_011141946.1
HymHub-v0.3.0-HILC-280	PcanILC-07154		XP_014604642.1
HymHub-v0.3.0-HILC-280	PdtlILC-05617		PdomMRNAr1.2-08788.1
HymHub-v0.3.0-HILC-280	NvitILC-08765		XP_008211196.1
HymHub-v0.3.0-HILC-281	AmelILC-11391		XP_393806.2
HymHub-v0.3.0-HILC-281	BterILC-08188		XP_003398896.1
HymHub-v0.3.0-HILC-281	CfloILC-01898		XP_011261314.1
HymHub-v0.3.0-HILC-281	HsalILC-21755		XP_011149584.1
HymHub-v0.3.0-HILC-281	PcanILC-03988		XP_014599838.1
HymHub-v0.3.0-HILC-281	PdtlILC-05746		PdomMRNAr1.2-08091.1
HymHub-v0.3.0-HILC-281	NvitILC-09022		XP_001605350.2
HymHub-v0.3.0-HILC-282	AmelILC-14226		XP_624213.3
HymHub-v0.3.0-HILC-282	BterILC-11370		XP_003401268.1
HymHub-v0.3.0-HILC-282	CfloILC-19107		XP_011261840.1
HymHub-v0.3.0-HILC-282	HsalILC-13090		XP_011142141.1
HymHub-v0.3.0-HILC-282	PcanILC-11310		XP_014610700.1
HymHub-v0.3.0-HILC-282	PdtlILC-17480		PdomMRNAr1.2-10689.1
HymHub-v0.3.0-HILC-282	NvitILC-02576		XP_001606458.1
HymHub-v0.3.0-HILC-283	AmelILC-16627		XP_392802.4
HymHub-v0.3.0-HILC-283	BterILC-11737		XP_012173220.1
HymHub-v0.3.0-HILC-283	CfloILC-13012		XP_011257154.1
HymHub-v0.3.0-HILC-283	HsalILC-10823		XP_011140201.1
HymHub-v0.3.0-HILC-283	PcanILC-06522		XP_014603632.1
HymHub-v0.3.0-HILC-283	PdtlILC-00539		PdomMRNAr1.2-03960.1
HymHub-v0.3.0-HILC-283	NvitILC-05872		XP_008216166.1
HymHub-v0.3.0-HILC-284	AmelILC-05226		XP_006562233.1
HymHub-v0.3.0-HILC-284	BterILC-03485		XP_012164200.1
HymHub-v0.3.0-HILC-284	CfloILC-06623		XP_011251733.1
HymHub-v0.3.0-HILC-284	HsalILC-09454		XP_011138915.1
HymHub-v0.3.0-HILC-284	PcanILC-02542		XP_014616670.1
HymHub-v0.3.0-HILC-284	PdtlILC-03090		PdomMRNAr1.2-02952.1
HymHub-v0.3.0-HILC-284	NvitILC-17166		XP_001601498.1
HymHub-v0.3.0-HILC-285	AmelILC-14887		XP_006563777.1
HymHub-v0.3.0-HILC-285	BterILC-08469		XP_003399444.1
HymHub-v0.3.0-HILC-285	CfloILC-07674		XP_011252605.1
HymHub-v0.3.0-HILC-285	HsalILC-15230		XP_011144105.1
HymHub-v0.3.0-HILC-285	PcanILC-00371		XP_014598387.1
HymHub-v0.3.0-HILC-285	PdtlILC-14078		PdomMRNAr1.2-05509.1
HymHub-v0.3.0-HILC-285	NvitILC-03448		XP_001601502.2
HymHub-v0.3.0-HILC-286	AmelILC-02601		XP_395471.3
HymHub-v0.3.0-HILC-286	BterILC-01479		XP_003393929.1
HymHub-v0.3.0-HILC-286	CfloILC-00465		XP_011269493.1
HymHub-v0.3.0-HILC-286	HsalILC-06174		XP_011136060.1
HymHub-v0.3.0-HILC-286	PcanILC-07115		XP_014604608.1
HymHub-v0.3.0-HILC-286	PdtlILC-05576		PdomMRNAr1.2-03442.1
HymHub-v0.3.0-HILC-286	NvitILC-06497		XP_001602441.1
HymHub-v0.3.0-HILC-287	AmelILC-09722		XP_006567519.1
HymHub-v0.3.0-HILC-287	BterILC-06492		XP_012167574.1
HymHub-v0.3.0-HILC-287	CfloILC-00017		XP_011261327.1
HymHub-v0.3.0-HILC-287	HsalILC-25846		XP_011152812.1
HymHub-v0.3.0-HILC-287	PcanILC-05120		XP_014601502.1
HymHub-v0.3.0-HILC-287	PdtlILC-16726		PdomMRNAr1.2-10446.1
HymHub-v0.3.0-HILC-287	NvitILC-02268		XP_001601673.2
HymHub-v0.3.0-HILC-288	AmelILC-15533		XP_006571875.1
HymHub-v0.3.0-HILC-288	BterILC-06788		XP_012168376.1
HymHub-v0.3.0-HILC-288	CfloILC-04755		XP_011269845.1
HymHub-v0.3.0-HILC-288	HsalILC-12979		XP_011141992.1
HymHub-v0.3.0-HILC-288	PcanILC-01758		XP_014615558.1
HymHub-v0.3.0-HILC-288	PdtlILC-09511		PdomMRNAr1.2-08276.1
HymHub-v0.3.0-HILC-288	NvitILC-13922		XP_001601669.2
HymHub-v0.3.0-HILC-289	AmelILC-02168		XP_395961.4
HymHub-v0.3.0-HILC-289	BterILC-01062		XP_003393645.1
HymHub-v0.3.0-HILC-289	CfloILC-11994		XP_011256133.1
HymHub-v0.3.0-HILC-289	HsalILC-16935		XP_011145488.1
HymHub-v0.3.0-HILC-289	PcanILC-05097		XP_014601515.1
HymHub-v0.3.0-HILC-289	PdtlILC-16757		PdomMRNAr1.2-11801.1
HymHub-v0.3.0-HILC-289	NvitILC-03911		XP_008207963.1
HymHub-v0.3.0-HILC-290	AmelILC-05122		XP_006561140.1
HymHub-v0.3.0-HILC-290	BterILC-03874		XP_003395491.1
HymHub-v0.3.0-HILC-290	CfloILC-01672		XP_011258467.1
HymHub-v0.3.0-HILC-290	HsalILC-13349		XP_011142384.1
HymHub-v0.3.0-HILC-290	PcanILC-04136		XP_014599992.1
HymHub-v0.3.0-HILC-290	PdtlILC-05536		PdomMRNAr1.2-04691.1
HymHub-v0.3.0-HILC-290	NvitILC-05889		XP_008216190.1
HymHub-v0.3.0-HILC-291	AmelILC-04562		XP_006562766.1
HymHub-v0.3.0-HILC-291	BterILC-02701		XP_012163682.1
HymHub-v0.3.0-HILC-291	CfloILC-16045		XP_011259645.1
HymHub-v0.3.0-HILC-291	HsalILC-12307		XP_011141484.1
HymHub-v0.3.0-HILC-291	PcanILC-04839		XP_014601073.1
HymHub-v0.3.0-HILC-291	PdtlILC-03199		PdomMRNAr1.2-03390.1
HymHub-v0.3.0-HILC-291	NvitILC-08087		NP_001152818.1
HymHub-v0.3.0-HILC-292	AmelILC-14727		XP_001122096.2
HymHub-v0.3.0-HILC-292	BterILC-10659		XP_003401156.1
HymHub-v0.3.0-HILC-292	CfloILC-02577		XP_011267465.1
HymHub-v0.3.0-HILC-292	HsalILC-21621		XP_011149500.1
HymHub-v0.3.0-HILC-292	PcanILC-00193		XP_014615611.1
HymHub-v0.3.0-HILC-292	PdtlILC-14006		PdomMRNAr1.2-02532.1
HymHub-v0.3.0-HILC-292	NvitILC-18054		XP_001604126.2
HymHub-v0.3.0-HILC-293	AmelILC-14275		XP_006560743.1
HymHub-v0.3.0-HILC-293	BterILC-11181		XP_012172496.1
HymHub-v0.3.0-HILC-293	CfloILC-06402		XP_011251564.1
HymHub-v0.3.0-HILC-293	HsalILC-04329		XP_011155066.1
HymHub-v0.3.0-HILC-293	PcanILC-06267		XP_014603092.1
HymHub-v0.3.0-HILC-293	PdtlILC-06296		PdomMRNAr1.2-03835.1
HymHub-v0.3.0-HILC-293	NvitILC-21844		XP_003427793.1
HymHub-v0.3.0-HILC-294	AmelILC-03779		XP_001120678.1
HymHub-v0.3.0-HILC-294	BterILC-02455		XP_012176660.1
HymHub-v0.3.0-HILC-294	CfloILC-25185		XP_011266573.1
HymHub-v0.3.0-HILC-294	HsalILC-23894		XP_011151446.1
HymHub-v0.3.0-HILC-294	PcanILC-00873		XP_014606487.1
HymHub-v0.3.0-HILC-294	PdtlILC-03973		PdomMRNAr1.2-04337.1
HymHub-v0.3.0-HILC-294	NvitILC-04722		XP_003424883.1
HymHub-v0.3.0-HILC-295	AmelILC-14010		XP_001120768.3
HymHub-v0.3.0-HILC-295	BterILC-11035		XP_012172596.1
HymHub-v0.3.0-HILC-295	CfloILC-10339		XP_011254721.1
HymHub-v0.3.0-HILC-295	HsalILC-09401		XP_011138857.1
HymHub-v0.3.0-HILC-295	PcanILC-03754		XP_014599289.1
HymHub-v0.3.0-HILC-295	PdtlILC-07936		PdomMRNAr1.2-11282.1
HymHub-v0.3.0-HILC-295	NvitILC-10290		XP_008207060.1
HymHub-v0.3.0-HILC-296	AmelILC-10557		XP_006566066.1
HymHub-v0.3.0-HILC-296	BterILC-07114		XP_003398311.1
HymHub-v0.3.0-HILC-296	CfloILC-15438		XP_011259120.1
HymHub-v0.3.0-HILC-296	HsalILC-19716		XP_011147888.1
HymHub-v0.3.0-HILC-296	PcanILC-11992		XP_014611562.1
HymHub-v0.3.0-HILC-296	PdtlILC-02854		PdomMRNAr1.2-04211.1
HymHub-v0.3.0-HILC-296	NvitILC-05974		XP_001603840.2
HymHub-v0.3.0-HILC-297	AmelILC-01619		XP_006571218.1
HymHub-v0.3.0-HILC-297	BterILC-00493		XP_003393216.1
HymHub-v0.3.0-HILC-297	CfloILC-03626		XP_011268913.1
HymHub-v0.3.0-HILC-297	HsalILC-02315		XP_011149445.1
HymHub-v0.3.0-HILC-297	PcanILC-04509		XP_014600561.1
HymHub-v0.3.0-HILC-297	PdtlILC-02515		PdomMRNAr1.2-12138.1
HymHub-v0.3.0-HILC-297	NvitILC-13562		XP_001603184.1
HymHub-v0.3.0-HILC-298	AmelILC-07730		XP_006568396.1
HymHub-v0.3.0-HILC-298	BterILC-05200		XP_003396873.1
HymHub-v0.3.0-HILC-298	CfloILC-14990		XP_011258705.1
HymHub-v0.3.0-HILC-298	HsalILC-02367		XP_011149841.1
HymHub-v0.3.0-HILC-298	PcanILC-04355		XP_014600289.1
HymHub-v0.3.0-HILC-298	PdtlILC-15856		PdomMRNAr1.2-04384.1
HymHub-v0.3.0-HILC-298	NvitILC-20453		XP_008211944.1
HymHub-v0.3.0-HILC-299	AmelILC-08608		XP_006564636.1
HymHub-v0.3.0-HILC-299	BterILC-11576		XP_003401700.1
HymHub-v0.3.0-HILC-299	CfloILC-01535		XP_011257740.1
HymHub-v0.3.0-HILC-299	HsalILC-03877		XP_011154655.1
HymHub-v0.3.0-HILC-299	PcanILC-04223		XP_014600171.1
HymHub-v0.3.0-HILC-299	PdtlILC-08229		PdomMRNAr1.2-01619.1
HymHub-v0.3.0-HILC-299	NvitILC-17676		XP_008208907.1
HymHub-v0.3.0-HILC-300	AmelILC-10319		XP_006566273.1
HymHub-v0.3.0-HILC-300	BterILC-07364		XP_012167745.1
HymHub-v0.3.0-HILC-300	CfloILC-10722		XP_011255067.1
HymHub-v0.3.0-HILC-300	HsalILC-18812		XP_011147027.1
HymHub-v0.3.0-HILC-300	PcanILC-05365		XP_014601913.1
HymHub-v0.3.0-HILC-300	PdtlILC-17193		PdomMRNAr1.2-03035.1
HymHub-v0.3.0-HILC-300	NvitILC-05123		XP_008217818.1
HymHub-v0.3.0-HILC-301	AmelILC-16103		XP_006572126.1
HymHub-v0.3.0-HILC-301	BterILC-07325		XP_012167781.1
HymHub-v0.3.0-HILC-301	CfloILC-09046		XP_011253792.1
HymHub-v0.3.0-HILC-301	HsalILC-11376		XP_011140704.1
HymHub-v0.3.0-HILC-301	PcanILC-11638		XP_014611087.1
HymHub-v0.3.0-HILC-301	PdtlILC-05894		PdomMRNAr1.2-09851.1
HymHub-v0.3.0-HILC-301	NvitILC-13389		XP_001605237.3
HymHub-v0.3.0-HILC-302	AmelILC-09943		XP_624712.4
HymHub-v0.3.0-HILC-302	BterILC-07029		XP_012168091.1
HymHub-v0.3.0-HILC-302	CfloILC-17527		XP_011260818.1
HymHub-v0.3.0-HILC-302	HsalILC-18002		XP_011146303.1
HymHub-v0.3.0-HILC-302	PcanILC-02490		XP_014616565.1
HymHub-v0.3.0-HILC-302	PdtlILC-12974		PdomMRNAr1.2-09155.1
HymHub-v0.3.0-HILC-302	NvitILC-18582		XP_008210064.1
HymHub-v0.3.0-HILC-303	AmelILC-09216		XP_393022.3
HymHub-v0.3.0-HILC-303	BterILC-06281		XP_012167119.1
HymHub-v0.3.0-HILC-303	CfloILC-24938		XP_011266369.1
HymHub-v0.3.0-HILC-303	HsalILC-06036		XP_011135960.1
HymHub-v0.3.0-HILC-303	PcanILC-11454		XP_014610903.1
HymHub-v0.3.0-HILC-303	PdtlILC-05872		PdomMRNAr1.2-01725.1
HymHub-v0.3.0-HILC-303	NvitILC-09272		XP_001600927.1
HymHub-v0.3.0-HILC-304	AmelILC-04087		XP_395502.2
HymHub-v0.3.0-HILC-304	BterILC-02757		XP_003395178.1
HymHub-v0.3.0-HILC-304	CfloILC-22141		XP_011264119.1
HymHub-v0.3.0-HILC-304	HsalILC-13226		XP_011142319.1
HymHub-v0.3.0-HILC-304	PcanILC-11066		XP_014610420.1
HymHub-v0.3.0-HILC-304	PdtlILC-16764		PdomMRNAr1.2-08454.1
HymHub-v0.3.0-HILC-304	NvitILC-18312		XP_001602671.1
HymHub-v0.3.0-HILC-305	AmelILC-09434		XP_006561855.1
HymHub-v0.3.0-HILC-305	BterILC-06331		XP_012167067.1
HymHub-v0.3.0-HILC-305	CfloILC-04436		XP_011269642.1
HymHub-v0.3.0-HILC-305	HsalILC-25829		XP_011152794.1
HymHub-v0.3.0-HILC-305	PcanILC-02190		XP_014616157.1
HymHub-v0.3.0-HILC-305	PdtlILC-00696		PdomMRNAr1.2-02034.1
HymHub-v0.3.0-HILC-305	NvitILC-09981		XP_008205671.1
HymHub-v0.3.0-HILC-306	AmelILC-06424		XP_396640.3
HymHub-v0.3.0-HILC-306	BterILC-04047		XP_012164552.1
HymHub-v0.3.0-HILC-306	CfloILC-23846		XP_011265532.1
HymHub-v0.3.0-HILC-306	HsalILC-24796		XP_011151954.1
HymHub-v0.3.0-HILC-306	PcanILC-11606		XP_014611049.1
HymHub-v0.3.0-HILC-306	PdtlILC-14221		PdomMRNAr1.2-05291.1
HymHub-v0.3.0-HILC-306	NvitILC-08470		XP_008206206.1
HymHub-v0.3.0-HILC-307	AmelILC-03305		XP_006558490.1
HymHub-v0.3.0-HILC-307	BterILC-01734		XP_003394315.1
HymHub-v0.3.0-HILC-307	CfloILC-01754		XP_011259668.1
HymHub-v0.3.0-HILC-307	HsalILC-04583		XP_011155264.1
HymHub-v0.3.0-HILC-307	PcanILC-06100		XP_014602969.1
HymHub-v0.3.0-HILC-307	PdtlILC-06571		PdomMRNAr1.2-10685.1
HymHub-v0.3.0-HILC-307	NvitILC-07706		XP_008216536.1
HymHub-v0.3.0-HILC-308	AmelILC-10282		XP_006565615.1
HymHub-v0.3.0-HILC-308	BterILC-07153		XP_012167966.1
HymHub-v0.3.0-HILC-308	CfloILC-14903		XP_011258652.1
HymHub-v0.3.0-HILC-308	HsalILC-17947		XP_011146234.1
HymHub-v0.3.0-HILC-308	PcanILC-11830		XP_014611371.1
HymHub-v0.3.0-HILC-308	PdtlILC-07526		PdomMRNAr1.2-04892.1
HymHub-v0.3.0-HILC-308	NvitILC-12229		XP_008217510.1
HymHub-v0.3.0-HILC-309	AmelILC-03459		XP_006560527.1
HymHub-v0.3.0-HILC-309	BterILC-02235		XP_003394524.1
HymHub-v0.3.0-HILC-309	CfloILC-21612		XP_011263702.1
HymHub-v0.3.0-HILC-309	HsalILC-18551		XP_011146837.1
HymHub-v0.3.0-HILC-309	PcanILC-02780		XP_014597803.1
HymHub-v0.3.0-HILC-309	PdtlILC-12664		PdomMRNAr1.2-10387.1
HymHub-v0.3.0-HILC-309	NvitILC-02208		XP_001600227.1
HymHub-v0.3.0-HILC-310	AmelILC-01269		XP_006570679.1
HymHub-v0.3.0-HILC-310	BterILC-00254		XP_012163074.1
HymHub-v0.3.0-HILC-310	CfloILC-08003		XP_011252866.1
HymHub-v0.3.0-HILC-310	HsalILC-25533		XP_011152471.1
HymHub-v0.3.0-HILC-310	PcanILC-10834		XP_014610136.1
HymHub-v0.3.0-HILC-310	PdtlILC-02998		PdomMRNAr1.2-10405.1
HymHub-v0.3.0-HILC-310	NvitILC-23268		XP_001600121.2
HymHub-v0.3.0-HILC-311	AmelILC-15438		XP_006563226.1
HymHub-v0.3.0-HILC-311	BterILC-09224		XP_012170079.1
HymHub-v0.3.0-HILC-311	CfloILC-02677		XP_011268102.1
HymHub-v0.3.0-HILC-311	HsalILC-03300		XP_011154095.1
HymHub-v0.3.0-HILC-311	PcanILC-02227		XP_014616168.1
HymHub-v0.3.0-HILC-311	PdtlILC-13065		PdomMRNAr1.2-03503.1
HymHub-v0.3.0-HILC-311	NvitILC-08714		XP_008206509.1
HymHub-v0.3.0-HILC-312	AmelILC-07231		XP_006558859.1
HymHub-v0.3.0-HILC-312	BterILC-05649		XP_012166506.1
HymHub-v0.3.0-HILC-312	CfloILC-24790		XP_011266279.1
HymHub-v0.3.0-HILC-312	HsalILC-23016		XP_011150741.1
HymHub-v0.3.0-HILC-312	PcanILC-13453		XP_014613540.1
HymHub-v0.3.0-HILC-312	PdtlILC-10837		PdomMRNAr1.2-11631.1
HymHub-v0.3.0-HILC-312	NvitILC-06800		XP_008213446.1
HymHub-v0.3.0-HILC-313	AmelILC-06422		XP_006564163.1
HymHub-v0.3.0-HILC-313	BterILC-04045		XP_003395955.1
HymHub-v0.3.0-HILC-313	CfloILC-23642		XP_011265372.1
HymHub-v0.3.0-HILC-313	HsalILC-14092		XP_011143115.1
HymHub-v0.3.0-HILC-313	PcanILC-11608		XP_014611053.1
HymHub-v0.3.0-HILC-313	PdtlILC-14222		PdomMRNAr1.2-09702.1
HymHub-v0.3.0-HILC-313	NvitILC-08471		XP_008206204.1
HymHub-v0.3.0-HILC-314	AmelILC-01444		XP_006570779.1
HymHub-v0.3.0-HILC-314	BterILC-00290		XP_012163556.1
HymHub-v0.3.0-HILC-314	CfloILC-03724		XP_011269037.1
